station,day,max_temp_f,min_temp_f,max_dewpoint_f,min_dewpoint_f,precip_in,avg_wind_speed_kts,avg_wind_drct,min_rh,avg_rh,max_rh,snow_in,snowd_in,climo_high_f,climo_low_f,climo_precip_in
HFJ,2024-05-30,77,62.6,62.6,55.4,0.01,7.7212543,117.42311,57.12049,74.0401,93.83344,,,79,59.3,0.19
TBN,2024-05-30,80,57,62,51.6,,8.421603,124.98335,49.90303,64.289505,84.60275,,,79,58.1,0.15
MYJ,2024-05-31,77,55.4,62.6,53.6,0.26,7.9303136,118.827415,44.248478,70.033745,100,,,79.5,58.2,0.16
DMO,2024-05-31,77,64,63,54,0.91,8.168377,99.59565,48.141987,74.271484,93.879135,,,79.2,59.3,0.16
FWB,2024-05-31,68,62.6,66.2,55.4,0.9,3.5993032,83.216866,68.3535,90.533585,100,,,81,58.4,0.17
STL,2024-05-31,81,65,63,51,0.06,9.732533,114.99745,37.794827,53.755207,75.835594,0,0,81.6,63,0.15
AIZ,2024-05-31,76,64,65,55,,6.0905294,95.623634,55.61667,80.135704,100,,,80.9,60.3,0.17
FAM,2024-05-31,79,63,64,52,0,6.004178,115.78618,50.215305,68.760605,93.26418,,,81,58.5,0.13
MHL,2024-05-31,77,62.6,62.6,53.6,0.21,8.094077,104.757744,44.248478,70.8416,100,,,79.5,59.7,0.17
HAE,2024-05-31,78.8,60.8,60.8,50,0.13,5.3427563,125.687965,38.743393,57.620182,88.09003,,,77.9,59.2,0.15
JEF,2024-05-31,79,63,65,54,0.77,9.037353,99.05343,43.439384,68.05132,93.924324,0,,81.5,60.5,0.16
MCI,2024-05-31,71,63,64,58,0.13,5.12696,123.63356,67.97422,81.676865,93.20864,0,0,80.2,59.7,0.17
SZL,2024-05-31,79,64.4,63.3,54.7,0.34,6.55254,100.37253,46.062695,71.66461,94.224655,,,79.3,59.2,0.18
TBN,2024-05-31,77,64.4,64.4,52,3.04,8.898258,103.60604,50.43159,74.327065,94.224655,,,79.2,58.4,0.14
UNO,2024-05-31,71,63,65,53,0.33,7.5600934,104.336266,60.72752,75.33583,93.924324,,,80.5,59.2,0.15
TKX,2024-05-31,82.4,66.2,-27.4,-36.4,,8.60424,116.37083,0.9740929,1.0437386,1.1207438,,,84.1,65.8,0.15
HFJ,2024-05-31,66.2,59,64.4,55.4,0.18,5.804878,93.420334,77.29252,90.52661,100,,,79.3,59.6,0.18
IRK,2024-05-31,78,59,60,51,0.12,9.12425,129.92957,41.722034,58.314407,83.84471,,,77.5,57.1,0.18
JLN,2024-05-31,73,62,64,57,0.13,4.605574,100.55948,66.03794,81.05962,93.20864,,,81.7,60.9,0.2
STJ,2024-05-31,74,65,65,59,0.08,3.3021097,118.37976,61.497215,78.26991,90.08828,,,81,59.8,0.17
LXT,2024-05-31,72,64,64,57,0.15,5.0400624,98.28839,65.57043,78.05893,93.20864,,,79.8,61.1,0.18
POF,2024-05-31,80,64,66,55,0.05,6.430424,102.23075,53.939552,68.49448,90.167534,,,83.2,62.4,0.12
EZZ,2024-05-31,76.5,64.6,63,54,,6.4240284,122.009964,46.929173,70.608025,87.565956,,,79.3,59.4,0.19
SGF,2024-05-31,73,63,64,53,1.23,7.2994003,107.17995,60.72752,79.25257,100,0,0,81,60.4,0.16
RCM,2024-05-31,,,,,,,,,,,,,81,58.5,0.18
FYG,2024-05-31,78.8,66.2,68,55.4,,6.2020907,118.10386,47.251026,66.27573,100,,,80,60.1,0.15
VER,2024-05-31,88,35,65.3,56.5,0.76,8.132404,101.87369,50.06913,72.92386,99.30626,,,80.1,60.6,0.18
SET,2024-05-31,81,62,64,52,0.06,8.863558,116.33577,37.950512,58.91092,90.08828,0,,81.8,60.9,0.14
LRY,2024-05-31,71.6,64.4,64.4,57.2,0.07,3.5300353,84.99355,64.47825,79.352715,93.879135,,,79.7,60.3,0.21
VIH,2024-05-31,76,61,64,53,1.15,9.993227,107.87158,55.340046,77.21173,96.56624,,,78.9,59,0.18
RAW,2024-05-31,75.2,62.6,62.6,53.6,0.42,5.0212016,115.90868,53.289276,77.46362,100,,,80.6,60.5,0.16
SIK,2024-05-31,,,,,,,,,,,,,85.3,64.1,0.16
CGI,2024-05-31,83,60,65,55,0.05,8.863558,111.11705,48.882202,66.56384,90.12802,,,82.8,62,0.14
OZS,2024-05-31,73.4,62.6,64.4,51.8,0.84,6.583039,108.74528,49.90303,77.95212,100,,,80.9,60.3,0.17
EVU,2024-05-31,73.8,65.7,66.4,57.6,0.02,4.9059234,141.2766,57.70168,80.49532,98.96622,,,78.8,57.4,0.19
MKC,2024-05-31,74,66,63,57,0.09,4.8662667,103.69253,55.340046,70.00483,83.97006,,,81.5,62.7,0.18
MAW,2024-05-31,80.6,64.4,66.2,55.4,0,7.5261326,113.3324,41.971546,63.7123,88.34331,,,85.8,63.3,0.17
GPH,2024-05-31,75.2,64.4,60.8,51.8,0.01,3.041812,115.89083,43.972183,65.81736,88.09003,,,80.2,58.4,0.18
LBO,2024-05-31,73.4,62.6,64.4,53.6,0.7,7.5923343,107.9188,56.630344,78.59215,100,,,80.2,59,0.18
BBG,2024-05-31,68,62.6,66.2,57.2,0.06,4.6925793,100.63489,68.3535,94.26834,100,,,80,60.6,0.13
SUS,2024-05-31,78,59,66,52,0.17,4.431779,115.5752,44.59487,70.80064,100,0,,81.5,59.8,0.13
PCD,2024-05-31,82.8,60,62.6,51.8,0.01,8.526133,124.970924,40.0674,62.98141,89.492676,,,81.8,60,0.13
CDJ,2024-05-31,77,67,61,53,0.01,3.910393,144.54707,44.748047,60.266422,81.050285,,,79.4,59.1,0.19
COU,2024-05-31,77,62,63,53,0.56,9.645637,108.97251,48.141987,68.70057,93.879135,0,0,80.5,60.6,0.15
MBY,2024-05-31,78.8,59,60.8,46.4,0.24,9.094077,118.47064,31.897427,57.76742,88.09003,,,79,59.8,0.16
GLY,2024-05-31,75.2,64.4,64.4,55.4,0.17,6.0465117,93.97992,60.442253,74.29989,100,,,80.9,59.3,0.19
COU,2024-06-01,79,65,65,62.6,0.03,6.95181,252.4144,58.037228,81.60452,100,0,0,80.8,60.9,0.15
SUS,2024-06-01,77,63,67,63,0.07,5.0400624,230.4124,70.97356,86.70782,100,0,0,81.8,60.1,0.14
EVU,2024-06-01,82,64,65.7,60,,3.1811848,311.55774,49.905037,74.777084,96.89711,,,79.1,57.7,0.18
PCD,2024-06-01,80.4,64.8,69.6,62.8,1.24,4.5818815,204.00482,61.47209,86.135765,98.62314,,,82.1,60.3,0.12
CDJ,2024-06-01,82,65,66,60,0.02,2.4331334,311.61197,50.506157,73.20783,90.0483,,,79.7,59.5,0.19
CGI,2024-06-01,82,67,70,66,0.95,6.169731,184.34789,66.723335,85.1868,96.62286,,,83.1,62.3,0.13
BBG,2024-06-01,77,62.6,66.2,62.6,0.32,2.6550522,297.68643,64.90684,88.41451,100,,,80.3,60.8,0.18
LBO,2024-06-01,77,64.4,64.4,60.8,0.01,5.445993,270.26645,61.13273,82.6085,93.879135,,,80.4,59.3,0.17
GPH,2024-06-01,78.8,62.6,60.8,55.4,,4.0174217,318.25818,44.52333,71.38047,93.83344,,,80.5,58.8,0.18
MKC,2024-06-01,81,63,64,59,0,4.7793694,290.58575,50.506157,70.5138,90.00808,,,81.8,63.1,0.18
MBY,2024-06-01,77,64.4,64.4,60.8,0.22,6.3205576,16.932943,57.362946,79.87738,93.879135,,,79.2,60.1,0.16
MAW,2024-06-01,82.4,68,69.8,62.6,0.38,6.3623695,211.49281,54.30221,80.168144,94.01323,,,86.2,63.6,0.13
GLY,2024-06-01,78.8,64.4,66.2,62.6,,5.219512,261.07898,61.13273,83.476295,100,,,81.2,59.6,0.16
OZS,2024-06-01,75.2,62.6,62.6,60.8,,5.8327527,265.4984,60.904324,81.90758,100,,,81.2,60.6,0.16
HFJ,2024-06-01,77,62.6,64.4,59,,3.2195122,286.95386,61.13273,84.11439,100,,,79.6,59.9,0.18
DMO,2024-06-01,79,64,64,62,0.01,5.8221407,272.2697,58.037228,78.21938,96.55186,,,79.5,59.7,0.15
MCI,2024-06-01,80,61,63,59,0,5.0400624,297.9664,50.506157,75.508286,100,0,0,80.5,60,0.18
JEF,2024-06-01,81,66,65,62,0.14,5.12696,261.67398,56.027626,78.9378,93.291695,0,0,81.8,60.8,0.13
TBN,2024-06-01,76.3,62,68,60.8,0.57,4.257143,231.42976,68.95128,85.14538,100,,,79.5,58.7,0.15
HAE,2024-06-01,73.4,62.6,64.4,60.8,0.2,4.076655,37.044113,68.74948,84.81844,93.879135,,,78.2,59.5,0.16
FAM,2024-06-01,78,64.4,66.2,62,0.11,4.9275765,210.18152,66.2685,83.283966,100,,,81.3,58.8,0.12
SZL,2024-06-01,80,64.4,64.8,62.2,0.0001,6.4390244,271.185,59.195152,78.976074,100,,,79.6,59.5,0.19
UNO,2024-06-01,80,62,65,60,0.02,4.171086,257.41708,54.079453,77.215744,93.26418,,,80.8,59.5,0.14
TKX,2024-06-01,84.2,68,-25.6,-36.4,,6.7038326,214.56073,0.9740929,1.0461501,1.1392145,,,84.4,66.1,0.13
MHL,2024-06-01,78.8,62.6,64.4,62.6,0.06,4.696864,300.48,57.603676,82.755714,100,,,79.9,60,0.16
AIZ,2024-06-01,77,62,67,62,,4.4240947,252.92455,68.74348,89.00371,100,,,81.2,60.6,0.16
IRK,2024-06-01,77,60,63,59,0.16,5.8221407,32.33792,59.852634,85.472206,96.53739,,,77.8,57.4,0.18
STL,2024-06-01,80,67,67,61,0.05,7.820786,189.38426,58.037228,77.58256,88.17534,0,0,81.9,63.3,0.15
MYJ,2024-06-01,75.2,62.6,68,62.6,0.24,6.902439,238.58043,68.94494,91.51164,100,,,79.9,58.5,0.18
FWB,2024-06-01,77,64.4,66.2,62.6,0.01,3.1393728,297.29688,64.90684,87.208435,100,,,81.3,58.8,0.14
VIH,2024-06-01,77,64,65,62,0.07,7.0387077,240.59467,66.2685,87.033676,100,,,79.2,59.3,0.16
VER,2024-06-01,88,35,68,65,0.06,5.1881533,262.14246,64.20402,86.54935,100,,,80.4,61,0.17
LXT,2024-06-01,81,64,64,61,0,5.12696,281.03214,54.079453,75.928024,93.20864,,,80.1,61.4,0.2
SGF,2024-06-01,78,62,64,60,0.0001,4.344881,276.95044,64.09401,83.21904,96.56624,0,0,81.3,60.7,0.15
RAW,2024-06-01,77,62.6,64.4,62.6,,4.714286,283.35016,61.13273,85.358086,100,,,80.9,60.8,0.17
EZZ,2024-06-01,80.2,60.6,62.2,59.7,,6.0940766,315.0694,52.191093,73.0877,100,,,79.6,59.8,0.16
LRY,2024-06-01,78.8,62.6,64.4,60.8,,4.390244,291.58676,57.362946,78.50573,100,,,80,60.6,0.2
RCM,2024-06-01,,,,,,,,,,,,,81.3,58.8,0.18
SIK,2024-06-01,,,,,,,,,,,,,85.6,64.4,0.14
SET,2024-06-01,79,65,67,61,0.05,7.212503,182.56851,64.21361,81.54293,90.167534,0,0,82.1,61.2,0.14
POF,2024-06-01,83,67,70,63,0.44,4.8662667,225.40349,54.357697,81.010574,96.60884,,,83.5,62.7,0.12
STJ,2024-06-01,83,62,63,60,0,3.475905,305.83737,47.316795,72.880905,96.53739,,,81.3,60.1,0.17
FYG,2024-06-01,77,64.4,71.6,64.4,,3.5261323,264.8549,78.335495,94.67441,100,,,80.2,60.4,0.15
JLN,2024-06-01,80,62,66,60,0,2.780724,289.43384,58.169315,80.705185,96.53739,,,82,61.2,0.2
SGF,2024-06-02,82,58,68,58,0,7.2994003,154.69833,60.365044,77.82955,96.50818,0,0,81.6,61,0.16
FYG,2024-06-02,84.2,60.8,73.4,60.8,,0.113074206,130,54.798595,83.24484,100,,,80.5,60.7,0.15
STJ,2024-06-02,86,62,69,60,0.0001,7.907684,154.45807,56.56821,74.920006,96.522835,,,81.6,60.5,0.16
LRY,2024-06-02,84.2,59,69.8,59,,4.7665505,163.27539,58.315598,78.573166,100,,,80.4,61,0.19
RCM,2024-06-02,,,,,,,,,,,,,81.5,59.1,0.19
JLN,2024-06-02,83,62,70,60,0,6.3435264,159.40909,64.68674,76.468414,93.20864,,,82.3,61.6,0.2
VIH,2024-06-02,83,60,67,60,0,4.2579837,164.53047,54.49604,77.8112,96.55186,,,79.5,59.6,0.17
LXT,2024-06-02,85,63,69,61,0.0001,7.386298,157.3038,58.692406,74.54003,86.98191,,,80.4,61.7,0.2
SIK,2024-06-02,,,,,,,,,,,,,85.8,64.7,0.13
RAW,2024-06-02,80.6,59,68,59,,3.7031803,159.06438,57.603676,82.41116,100,,,81.2,61.2,0.16
EZZ,2024-06-02,83.3,60,69.3,60.8,,7.912892,154.37842,59.943867,79.8853,100,,,80,60.1,0.18
VER,2024-06-02,88,35,69.6,62.8,,4.0848055,145.26888,54.52365,81.158295,100,,,80.6,61.3,0.17
SET,2024-06-02,84,62,64,59,0,4.171086,40.807022,44.201344,69.47797,93.180626,0,0,82.4,61.5,0.15
POF,2024-06-02,84,65,68,62,0,2.5200312,221.05171,52.898304,74.172745,93.37325,,,83.8,63,0.13
COU,2024-06-02,83,61,66,60,0,5.4745502,147.00552,56.29896,74.318146,96.53739,0,0,81.1,61.2,0.14
MBY,2024-06-02,82.4,62.6,62.6,59,,5.6445994,131.02853,50.953636,71.58363,93.879135,,,79.5,60.4,0.17
MKC,2024-06-02,86,66,69,62,0,6.6911173,154.66365,54.908,71.62049,87.08428,,,82.2,63.4,0.19
OZS,2024-06-02,80.6,59,64.4,59,,3.512195,157.21202,50.953636,75.94407,100,,,81.5,61,0.15
CDJ,2024-06-02,82,63,67,61,0,3.6497002,149.40631,56.433846,75.7903,93.26418,,,80,59.8,0.2
MAW,2024-06-02,86,68,68,62.6,,2.3031359,194.65837,45.60833,70.12149,93.96902,,,86.5,63.9,0.13
BBG,2024-06-02,82.4,59,71.6,59,,4.0215054,131.15862,65.536865,84.77497,100,,,80.6,61.1,0.18
SUS,2024-06-02,85,59,65,58,0,2.5200312,40.386868,42.644836,72.78975,100,0,0,82.1,60.5,0.14
GPH,2024-06-02,82.4,59,66.2,57.2,,4.5779467,150.43393,54.30221,73.977646,100,,,80.8,59.1,0.18
GLY,2024-06-02,82.4,59,69.8,59,,4.1413426,146.52559,61.58435,82.37848,100,,,81.5,60,0.17
LBO,2024-06-02,82.4,60.8,68,59,,3.3867595,154.10551,57.842686,78.68287,100,,,80.7,59.6,0.17
EVU,2024-06-02,84,63,71,60.6,,8.209059,153.11737,56.69146,75.31336,95.51937,,,79.5,58,0.18
PCD,2024-06-02,84,62,67.6,58.6,,3.0565372,310.01367,43.77472,75.28632,97.21902,,,82.5,60.6,0.12
CGI,2024-06-02,86,63,70,62,0.0001,3.910393,266.59274,46.10628,74.77242,100,,,83.4,62.6,0.13
MYJ,2024-06-02,80.6,59,66.2,59,,3.2932863,123.00719,50.953636,78.41859,100,,,80.2,58.8,0.19
AIZ,2024-06-02,82,58,68,60,,2.667131,151.24184,56.433846,80.45934,100,,,81.5,61,0.15
IRK,2024-06-02,80,58,63,58,0,7.212503,133.13187,57.771458,76.26433,100,,,78.2,57.7,0.18
FWB,2024-06-02,80.6,60.8,71.6,60.8,,3.121951,130.16978,65.32855,84.986465,100,,,81.6,59.1,0.15
DMO,2024-06-02,82,62,68,61,0,6.082834,159.47813,60.1099,75.58177,93.20864,,,79.9,60,0.15
MCI,2024-06-02,83,60,70,61,0.0001,8.863558,162.00708,64.56924,81.56128,100,0,0,80.9,60.4,0.17
HFJ,2024-06-02,80.6,59,69.8,59,,4.8222995,139.63542,61.58435,82.80138,100,,,79.9,60.2,0.18
UNO,2024-06-02,84,59,66,56,0,2.6938264,147.4728,49.028793,70.82344,89.88598,,,81.1,59.8,0.15
JEF,2024-06-02,85,62,68,61,0,3.910393,138.26364,49.320526,75.29264,96.58053,0,0,82.1,61.2,0.15
STL,2024-06-02,86,62,64,58,0,4.8662667,19.898602,41.595642,65.64521,93.236496,0,0,82.3,63.6,0.16
MHL,2024-06-02,80.6,60.8,68,60.8,,4.4181185,144.79945,54.30221,81.00626,100,,,80.2,60.3,0.16
TKX,2024-06-02,86,66.2,-25.6,-38.2,,2.5470383,129.42593,0.957308,1.0396395,1.1155801,,,84.7,66.4,0.12
SZL,2024-06-02,83.7,61.3,69.4,60,,4.8146343,157.38893,58.577934,76.011826,95.51563,,,79.9,59.8,0.2
FAM,2024-06-02,84,60,66,59,,2.5766017,190.8216,45.657604,72.910034,100,,,81.6,59.1,0.11
HAE,2024-06-02,80.6,55.4,62.6,55.4,,2.5400696,114.315056,50.693428,72.030365,100,,,78.5,59.9,0.17
TBN,2024-06-02,83,59,68,58,0.0001,3.5358884,156.75053,49.509182,76.90929,95.11526,,,79.8,59,0.17
AIZ,2024-06-03,85,65,71.6,64.4,,4.0891366,177.15698,60.743805,87.93356,100,,,81.8,61.3,0.16
FAM,2024-06-03,87,65,70,63,0,5.8614206,162.8528,51.469208,78.07749,93.37325,,,81.9,59.4,0.13
MHL,2024-06-03,82.4,68,69.8,64.4,,5.815331,163.63037,57.842686,78.73918,94.01323,,,80.5,60.6,0.16
IRK,2024-06-03,84,65,68,62,0,8.255275,180.00854,54.77119,72.430984,90.08828,,,78.5,58.1,0.17
DMO,2024-06-03,83,68,69,65,0,7.5600934,168.46405,56.433846,74.90069,90.167534,,,80.2,60.3,0.14
MYJ,2024-06-03,84.2,64.4,69.8,62.6,0.08,6.3867598,181.04585,58.315598,84.439476,100,,,80.5,59.1,0.18
HAE,2024-06-03,86,68,68,60.8,,6.271777,178.91646,51.724586,70.377365,94.01323,,,78.9,60.2,0.16
MCI,2024-06-03,82,68,69,62,0.0001,7.994581,180.66261,54.21883,74.81555,96.62286,0,0,81.2,60.7,0.18
HFJ,2024-06-03,73.4,64.4,68,64.4,0.46,5.204947,156.17007,78.19072,95.8669,100,,,80.2,60.5,0.18
STL,2024-06-03,91,71,67,60,0.15,9.384943,163.37405,45.101376,60.363422,73.59218,0,0,82.6,63.9,0.15
SZL,2024-06-03,84.2,68.7,69.4,65.7,,6.8649025,170.84453,54.73005,74.32623,90.19113,,,80.3,60.1,0.2
FWB,2024-06-03,78.8,66.2,71.6,66.2,0.05,4.9469967,146.60521,73.9485,91.61579,100,,,81.9,59.4,0.15
JEF,2024-06-03,87,68,69,65,0.21,5.0400624,158.1071,55.044296,76.712204,93.34623,0,0,82.4,61.5,0.13
TKX,2024-06-03,89.6,69.8,73.4,-34.6,,6.9965158,169.91495,0.9740929,13.781476,94.14301,,,85,66.7,0.13
UNO,2024-06-03,84,68,68,63,0,6.3435264,171.1648,52.757877,71.16805,87.08428,,,81.4,60.1,0.15
TBN,2024-06-03,85.5,64.6,69.6,62,,6.773519,153.674,56.95163,79.0852,91.02812,,,80.1,59.3,0.17
LXT,2024-06-03,83,70,68,64,0.0001,7.386298,173.14948,56.29896,71.8619,90.20681,,,80.8,62.1,0.18
VIH,2024-06-03,86,67,70,64,0,7.0387077,170.68533,56.96819,77.635544,90.24586,,,79.8,59.9,0.16
RCM,2024-06-03,,,,,,,,,,,,,81.8,59.4,0.2
STJ,2024-06-03,86,70,69,61,0.0001,7.994581,186.32193,47.465008,71.14267,90.28468,,,81.9,60.8,0.17
SIK,2024-06-03,,,,,,,,,,,,,86.1,65,0.14
SGF,2024-06-03,80,67,70,65,0.16,9.384943,164.37013,71.57912,82.91581,93.37325,0,0,81.9,61.3,0.16
VER,2024-06-03,88,35,72.7,66.7,,5.7038326,154.04398,64.20406,80.786995,96.62286,,,80.9,61.5,0.16
JLN,2024-06-03,74,66,67,63,0.13,5.561448,151.88606,78.623764,85.881645,93.924324,,,82.6,61.9,0.21
FYG,2024-06-03,89.6,68,77,68,,5.074205,158.91728,59.012367,86.749214,100,,,80.8,61,0.15
SET,2024-06-03,,,67,62,,,165.64998,56.433846,65.3975,86.930275,,,82.7,61.9,0.15
RAW,2024-06-03,80.6,66.2,68,62.6,,5.7038326,187.22542,54.30221,78.70216,100,,,81.5,61.5,0.16
EZZ,2024-06-03,84,68,70.7,62,,7.919861,181.5132,49.81586,79.11696,100,,,80.3,60.4,0.17
LRY,2024-06-03,80.6,68,68,60.8,,4.3205576,177.34077,54.051514,74.636345,94.01323,,,80.7,61.3,0.2
POF,2024-06-03,87,69,72,62,0.35,5.995936,168.28276,55.180084,81.20307,96.62286,,,84.1,63.3,0.13
MAW,2024-06-03,87.8,71.6,73.4,64.4,0,6.4808364,161.6031,51.978363,78.33922,94.10022,,,86.8,64.2,0.13
MBY,2024-06-03,86,68,68,59,,7.7247386,174.55824,48.581966,66.17295,82.857506,,,79.8,60.7,0.17
CGI,2024-06-03,90,68,72,66,0.44,6.430424,156.74998,59.07925,82.74705,96.65066,,,83.7,62.9,0.13
LBO,2024-06-03,80.6,66.2,69.8,64.4,0.77,5.7839723,163.2366,65.536865,86.00619,100,,,81,59.9,0.16
MKC,2024-06-03,85,72,68,61,0,7.5600934,174.11708,47.465008,65.88657,87.23564,,,82.5,63.7,0.17
GLY,2024-06-03,82.4,69.8,69.8,62.6,,6.425087,163.39584,54.30221,76.91263,100,,,81.8,60.3,0.16
PCD,2024-06-03,88.3,66.4,72.5,64.4,0.06,6.3867598,157.88991,53.21659,78.25789,94.94103,,,82.8,60.9,0.13
SUS,2024-06-03,89,63,68,63,0.0001,4.9531646,171.3041,51.649754,72.762825,93.291695,0,0,82.4,60.8,0.14
BBG,2024-06-03,78.8,64.4,71.6,64.4,,4.8076653,156.10059,69.52137,93.92139,100,,,80.9,61.3,0.18
COU,2024-06-03,85,68,70,64,0.77,6.95181,168.63171,60.743805,78.61765,93.96902,0,0,81.4,61.5,0.15
GPH,2024-06-03,82.4,68,68,55.4,0.02,3.8028674,190.64607,39.58322,67.84109,93.96902,,,81.1,59.5,0.18
CDJ,2024-06-03,86,69,69,63,0.01,4.605574,185.94568,49.320526,71.00665,90.20681,,,80.3,60.2,0.19
OZS,2024-06-03,80.6,64.4,68,62.6,0.03,5.3310103,169.66118,57.842686,82.32698,100,,,81.8,61.3,0.16
EVU,2024-06-03,83.5,71,71.4,62.6,,7.672474,187.84235,51.212227,77.78254,98.98467,,,79.8,58.4,0.18
COU,2024-06-04,82,68,71,66,0.13,6.3435264,164.42987,66.94765,83.790726,93.34623,0,0,81.7,61.8,0.14
CGI,2024-06-04,85,69,71,68,0.05,7.386298,165.8099,60.743805,82.90613,100,,,84,63.1,0.13
MBY,2024-06-04,82.4,68,68,62.6,0.03,5.891986,168.19214,54.551235,73.3817,88.42599,,,80.1,61,0.17
CDJ,2024-06-04,84,68,68,62,0.5,3.3890073,182.05641,54.633873,72.875984,90.167534,,,80.6,60.5,0.19
PCD,2024-06-04,84,68,70.3,66.6,,7.062718,168.97968,60.743805,80.08144,96.60884,,,83.1,61.3,0.14
LBO,2024-06-04,82.4,64.4,69.8,62.6,0.01,5.7526503,162.38052,61.807594,80.885704,100,,,81.3,60.1,0.17
MKC,2024-06-04,86,70,70,64,0,5.387653,188.21004,53.03823,70.9382,87.18548,,,82.8,64.1,0.18
OZS,2024-06-04,82.4,64.4,68,64.4,0.02,4.5993032,162.73842,58.07999,81.759125,100,,,82,61.6,0.15
EVU,2024-06-04,87,66.4,70.3,61.3,0.11,4.3101044,202.33524,50.131653,79.415985,97.64497,,,80.1,58.7,0.18
GPH,2024-06-04,84.2,66.2,68,62.6,0.27,3.6376307,185.61641,48.318848,72.3814,100,,,81.4,59.8,0.18
SUS,2024-06-04,84,67,70,66,0.01,5.561448,170.74918,60.49182,76.91571,100,0,0,82.7,61,0.14
MAW,2024-06-04,84.2,71.6,71.6,64.4,0.02,7.6689897,176.4244,58.315598,77.14588,94.05696,,,87.1,64.5,0.12
BBG,2024-06-04,78.8,62.6,71.6,62.6,,4.3205576,132.47891,73.9485,90.22563,100,,,81.2,61.6,0.16
GLY,2024-06-04,84.2,66.2,73.4,66.2,0.23,2.8850174,165.0339,61.807594,84.17224,100,,,82.1,60.7,0.16
UNO,2024-06-04,79,67,67,63,0,5.0400624,163.17229,66.496956,76.126045,90.08828,,,81.7,60.4,0.14
MYJ,2024-06-04,78.8,66.2,71.6,64.4,0.01,5.6445994,170.26535,73.780556,89.24289,100,,,80.8,59.4,0.19
TBN,2024-06-04,83.7,65.3,72,62.6,0.4,6.7825785,146.45067,63.554512,81.64418,94.01323,,,80.4,59.6,0.17
DMO,2024-06-04,83,66,71,64.4,0.42,6.169731,174.57022,66.83575,81.60311,96.59473,,,80.5,60.6,0.13
MCI,2024-06-04,84,67,71,64,0.29,5.7352433,189.37186,62.615204,80.54158,96.60884,0,0,81.5,61,0.17
TKX,2024-06-04,86,71.6,73.4,66.2,,7.3414636,172.83249,55.044296,80.63428,94.10022,,,85.3,66.9,0.13
HFJ,2024-06-04,84.2,62.6,69.8,62.6,,4.3144875,153.77455,54.551235,81.02846,100,,,80.5,60.8,0.18
JEF,2024-06-04,85,69,71,66,0.07,4.9531646,153.09879,60.743805,77.602,93.34623,0,0,82.7,61.9,0.14
FAM,2024-06-04,82,69,70,66,0,7.2785516,176.30426,62.493107,81.5871,96.62286,,,82.2,59.7,0.12
IRK,2024-06-04,82,66,68,63,0.19,6.430424,174.94212,60.1099,77.87582,93.34623,,,78.8,58.4,0.18
FWB,2024-06-04,82.4,64.4,71.6,62.6,0.01,3.4703832,126.76041,65.74351,86.2953,100,,,82.2,59.7,0.15
STL,2024-06-04,86,71,69,66,0.02,9.558739,170.51073,53.177654,67.8781,84.27734,0,0,82.9,64.2,0.15
MHL,2024-06-04,80.6,64.4,69.8,64.4,0.12,4.292683,178.0368,65.536865,84.60063,100,,,80.8,60.9,0.17
HAE,2024-06-04,80.6,69.8,68,64.4,,4.9094076,167.46672,57.842686,77.3689,88.42599,,,79.2,60.5,0.15
SZL,2024-06-04,84,67,71.8,64.8,0.29,4.9527273,181.82347,62.429943,82.37655,95.28091,,,80.6,60.4,0.18
AIZ,2024-06-04,83,66,72,66,,3.9178274,159.25424,65.74351,86.04506,100,,,82,61.6,0.15
LXT,2024-06-04,85,68,71,65,0.0001,6.169731,182.959,58.56242,77.59029,93.96902,,,81.1,62.4,0.18
STJ,2024-06-04,89,68,71,63,0.38,5.2138577,230.4555,49.610336,73.3991,93.37325,,,82.2,61.1,0.16
EZZ,2024-06-04,85.6,66.2,69.3,64,0.45,6.062718,180.74544,51.2246,79.50851,100,,,80.6,60.7,0.17
LRY,2024-06-04,86,66.2,71.6,64.4,0.05,3.0954063,185.83492,55.044296,78.065475,100,,,81,61.6,0.19
RAW,2024-06-04,82.4,64.4,71.6,64.4,0.18,3.738676,191.45523,65.536865,84.85358,100,,,81.8,61.8,0.16
JLN,2024-06-04,87,65,69,62,0.16,5.9090385,180.51436,56.56821,73.958046,90.08828,,,82.9,62.2,0.2
POF,2024-06-04,84,71,70,66,0.0001,6.6911173,173.15938,64.56924,78.849976,93.4268,,,84.4,63.5,0.13
SET,2024-06-04,,,69,66,,,179.25064,55.044296,60.17576,73.59218,,,83,62.2,0.14
FYG,2024-06-04,86,69.8,75.2,69.8,,5.8850174,149.67921,69.897545,88.48887,100,,,81.1,61.3,0.15
VER,2024-06-04,88,35,73.4,67.3,0.1,3.9721255,161.39664,72.354416,87.25875,100,,,81.2,61.8,0.15
VIH,2024-06-04,82,67,70,64,0.01,7.0387077,164.62494,69.27759,82.75475,96.60884,,,80.1,60.2,0.16
RCM,2024-06-04,,,,,,,,,,,,,82.1,59.7,0.2
SGF,2024-06-04,84,66,71,63,0.0001,8.081479,167.43405,62.615204,78.16702,96.58053,0,0,82.2,61.6,0.16
SIK,2024-06-04,,,,,,,,,,,,,86.4,65.3,0.14
SIK,2024-06-05,,,,,,,,,,,,,86.7,65.6,0.15
FYG,2024-06-05,82.4,62.6,75.2,62.6,,2.216028,303.6867,61.58435,91.138855,100,,,81.4,61.6,0.14
